split,family,seed,perturbation,node_left,node_right,true_distance,haos_distance,shortest_path_distance,spectral_distance,invariant_overlap,persistence_score,causal_depth,temporal_order_stability
all,ring,4102,frozen,2,5,0.868401737325,0.826582352017,0.754329313421,0.762065209914,0.065619423841,0.963832510031,0.663244456994,0.522735334682
all,ring,4102,frozen,2,6,0.996682395784,0.818789627508,0.6331962424,0.738926667656,0.065619423841,0.963832510031,0.663244456994,0.522735334682
all,ring,4102,frozen,2,7,0.952802025771,0.878796230088,0.504256619463,0.855339350733,0.065619423841,0.963832510031,0.663244456994,0.522735334682
all,ring,4102,frozen,2,8,0.864350781447,0.862974358707,0.365434185537,0.812204790014,0.065619423841,0.963832510031,0.663244456994,0.522735334682
all,ring,4102,frozen,3,4,0.323701189635,0.497570421174,0.112272397467,0.338512904282,0.071274544329,0.963832510031,0.589134296377,0.465144938751
all,ring,4102,frozen,3,5,0.648796566574,0.887501951324,0.887727602533,0.814528670095,0.071274544329,0.963832510031,0.589134296377,0.465144938751
all,ring,4102,frozen,3,6,0.879121453278,0.739757705398,0.766594531511,0.679774153144,0.071274544329,0.963832510031,0.589134296377,0.465144938751
all,ring,4102,frozen,3,7,0.960378944042,0.799587776893,0.637654908574,0.715202900832,0.071274544329,0.963832510031,0.589134296377,0.465144938751
all,ring,4102,frozen,3,8,1,0.810871385641,0.498832474648,0.751866633064,0.071274544329,0.963832510031,0.589134296377,0.465144938751
all,ring,4102,frozen,4,5,0.359928052369,0.998096215675,1,1,0.038701818288,0.963832510031,0.501811320569,0.456308054961
all,ring,4102,frozen,4,6,0.654892988977,0.88027143244,0.878866928979,0.806291091454,0.038701818288,0.963832510031,0.501811320569,0.456308054961
all,ring,4102,frozen,4,7,0.840412558876,0.81389094212,0.749927306042,0.750612523999,0.038701818288,0.963832510031,0.501811320569,0.456308054961
all,ring,4102,frozen,4,8,0.994286382872,0.887682880092,0.611104872115,0.830198721383,0.038701818288,0.963832510031,0.501811320569,0.456308054961
all,ring,4102,frozen,5,6,0.335155946261,0.509948109224,0.121133071021,0.35180573538,0.0358708475639,0.963832510031,0.498188679431,0.0110735766348
all,ring,4102,frozen,5,7,0.618151805692,0.808241410658,0.250072693958,0.781913449079,0.0358708475639,0.963832510031,0.498188679431,0.0110735766348
all,ring,4102,frozen,5,8,0.881581561304,0.995036722775,0.388895127885,0.959268185938,0.0358708475639,0.963832510031,0.498188679431,0.0110735766348
all,ring,4102,frozen,6,7,0.344288511951,0.570349124929,0.128939622937,0.434440423108,0.0695699218017,0.963832510031,0.592403290226,0
all,ring,4102,frozen,6,8,0.678364626903,0.709574331349,0.267762056864,0.645209219968,0.0695699218017,0.963832510031,0.592403290226,0
all,ring,4102,frozen,7,8,0.354784394447,0.438156402094,0.138822433927,0.286073942981,0.0649991012049,0.963832510031,0.66403641408,0.0764283877481
all,ring,4103,frozen,0,1,0.364407634636,0.881708318267,55542949.4899,0.611746723403,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,2,0.635687190692,0.71497229078,55542949.4899,0.397154935558,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,3,0.846739094642,0.679236832358,55542949.4899,0.370331086905,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,4,0.966735892382,0.761204603138,55542949.4899,0.476304258559,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,5,0.93563442018,0.672937850208,55542949.4899,0.362214318436,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,6,0.848416941005,0.701431484982,55542949.4899,0.378343960449,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,7,0.628821683033,0.899061653862,55542949.4899,0.630546003173,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,8,0.300295520149,0.170501416007,0.13534105406,1.56671087479e-16,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,1,2,0.322478024452,0.454704758269,0.1551262382,0.299866679425,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,1,3,0.622107454337,0.754818791492,0.324784502,0.73681773554,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,1,4,0.85093805769,0.974281271469,0.485439616659,0.970368172633,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,1,5,0.954433408175,0.938230417968,0.668287268181,0.940758448537,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,1,6,0.987999651772,0.90426879455,0.818543647208,0.862725955717,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,1,7,0.880566589517,0.884231286475,1,0.892156848255,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,1,8,0.639825720744,0.881708318267,55542949.4899,0.611746723403,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,2,3,0.336242031801,0.554345333019,0.1696582638,0.437897078613,0.0761590375408,1,0.777777772423,0.487674273886
all,ring,4103,frozen,2,4,0.629881779124,0.715729054701,0.330313378459,0.67816428115,0.0761590375408,1,0.777777772423,0.487674273886
all,ring,4103,frozen,2,5,0.837565425313,0.756406313219,0.513161029981,0.691192408207,0.0761590375408,1,0.777777772423,0.487674273886
all,ring,4103,frozen,2,6,0.974030467684,0.743449586056,0.663417409008,0.715575253956,0.0761590375408,1,0.777777772423,0.487674273886
all,ring,4103,frozen,2,7,0.98111370682,0.908549290575,0.8448737618,0.867647124527,0.0761590375408,1,0.777777772423,0.487674273886
all,ring,4103,frozen,2,8,0.852549387299,0.71497229078,55542949.4899,0.397154935558,0.0761590375408,1,0.777777772423,0.487674273886
all,ring,4103,frozen,3,4,0.327929749211,0.401313623791,0.160655114659,0.257211099307,0.0747899112905,1,0.777777773442,0.386245766305
all,ring,4103,frozen,3,5,0.620745291252,0.490835952063,0.343502766181,0.410407635833,0.0747899112905,1,0.777777773442,0.386245766305
all,ring,4103,frozen,3,6,0.848883528395,0.734009587079,0.493759145208,0.660458931889,0.0747899112905,1,0.777777773442,0.386245766305
all,ring,4103,frozen,3,7,0.974571660158,0.960589054428,0.675215498,0.966760768728,0.0747899112905,1,0.777777773442,0.386245766305
all,ring,4103,frozen,3,8,0.977560135725,0.679236832358,55542949.4899,0.370331086905,0.0747899112905,1,0.777777773442,0.386245766305
all,ring,4103,frozen,4,5,0.34733124654,0.42778939663,0.182847651522,0.29045472022,0.0721660150393,1,0.777777773763,0.260081975068
all,ring,4103,frozen,4,6,0.640642071996,0.691776650115,0.333104030549,0.645042898917,0.0721660150393,1,0.777777773763,0.260081975068
all,ring,4103,frozen,4,7,0.869150937299,1,0.514560383341,1,0.0721660150393,1,0.777777773763,0.260081975068
all,ring,4103,frozen,4,8,1,0.761204603138,55542949.4899,0.476304258559,0.0721660150393,1,0.777777773763,0.260081975068
all,ring,4103,frozen,5,6,0.317431232863,0.503377290271,0.150256379027,0.371838763793,0.0748245323403,1,0.777777773397,0.117214928625
all,ring,4103,frozen,5,7,0.616945051805,0.756209253992,0.331712731819,0.737984712974,0.0748245323403,1,0.777777773397,0.117214928625
all,ring,4103,frozen,5,8,0.861632051329,0.672937850208,55542949.4899,0.362214318436,0.0748245323403,1,0.777777773397,0.117214928625
all,ring,4103,frozen,6,7,0.346216163379,0.51149408167,0.181456352792,0.36766483499,0.0750833210072,1,0.777777772496,0.0322862586542
all,ring,4103,frozen,6,8,0.679453546055,0.701431484982,55542949.4899,0.378343960449,0.0750833210072,1,0.777777772496,0.0322862586542
all,ring,4103,frozen,7,8,0.381387583984,0.899061653862,55542949.4899,0.630546003173,0.0340105966932,1,0.777777770681,0
all,ring,4104,frozen,0,1,0.262862516637,0.204666265572,0.135618310495,0,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,2,0.591632049728,0.153664885229,0.362062704717,0,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,3,0.834444814861,0.974105196952,66044980.5553,0.695328873251,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,4,0.952821234741,0.799456018135,66044980.5553,0.454648602479,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,5,0.952585267838,0.857153077173,66044980.5553,0.536522976827,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,6,0.808698287273,0.844585858139,66044980.5553,0.524769536173,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,7,0.585201916905,0.815896318495,66044980.5553,0.474622856335,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,8,0.371657220926,0.926771933961,66044980.5553,0.637929219856,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,1,2,0.343989262449,0.209450807345,0.226444394222,0,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,1,3,0.640940045088,1,66044980.5553,0.695328873251,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,1,4,0.835871980505,0.789563308737,66044980.5553,0.454648602479,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,1,5,0.919760546368,0.866852576091,66044980.5553,0.536522976827,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,1,6,0.87458476761,0.861630172385,66044980.5553,0.524769536173,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,1,7,0.742531393309,0.807239330079,66044980.5553,0.474622856335,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,1,8,0.600208883096,0.953893944152,66044980.5553,0.637929219856,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,2,3,0.355778500651,0.970890970209,66044980.5553,0.695328873251,0.0324067689908,1,0.333333332343,0.761460077672
all,ring,4104,frozen,2,4,0.643133940354,0.804825971665,66044980.5553,0.454648602479,0.0324067689908,1,0.333333332343,0.761460077672
all,ring,4104,frozen,2,5,0.834483606011,0.863307092203,66044980.5553,0.536522976827,0.0324067689908,1,0.333333332343,0.761460077672
all,ring,4104,frozen,2,6,0.923417411677,0.851135813729,66044980.5553,0.524769536173,0.0324067689908,1,0.333333332343,0.761460077672
all,ring,4104,frozen,2,7,0.916408808502,0.821348493826,66044980.5553,0.474622856335,0.0324067689908,1,0.333333332343,0.761460077672
all,ring,4104,frozen,2,8,0.866978981754,0.930551681492,66044980.5553,0.637929219856,0.0324067689908,1,0.333333332343,0.761460077672
all,ring,4104,frozen,3,4,0.334132863562,0.593663982657,0.211219978053,0.48893498113,0.0347425998262,1,0.666666661516,0.328757968936
all,ring,4104,frozen,3,5,0.604217836296,0.861048914086,0.389172705587,0.886892189761,0.0347425998262,1,0.666666661516,0.328757968936
all,ring,4104,frozen,3,6,0.816574068549,0.986143067957,0.621248030377,1,0.0347425998262,1,0.666666661516,0.328757968936
all,ring,4104,frozen,3,7,0.940866563823,0.874510635079,0.840202511841,0.863155897144,0.0347425998262,1,0.666666661516,0.328757968936
all,ring,4104,frozen,3,8,1,0.87167383619,1,0.871073789628,0.0347425998262,1,0.666666661516,0.328757968936
all,ring,4104,frozen,4,5,0.308522910826,0.518795404453,0.177952727533,0.402297298039,0.0759801311332,1,0.666666662937,0.301974234124
all,ring,4104,frozen,4,6,0.608986758207,0.622485183367,0.410028052324,0.56570089866,0.0759801311332,1,0.666666662937,0.301974234124
all,ring,4104,frozen,4,7,0.840135111332,0.714124636358,0.628982533787,0.666233975689,0.0759801311332,1,0.666666662937,0.301974234124
all,ring,4104,frozen,4,8,0.993967784732,0.853241953133,0.788780021947,0.839044534843,0.0759801311332,1,0.666666662937,0.301974234124
all,ring,4104,frozen,5,6,0.347400973307,0.408693944519,0.23207532479,0.268340465305,0.0728580027183,1,0.666666663536,0.23544612445
all,ring,4104,frozen,5,7,0.650481301755,0.702959233979,0.451029806254,0.67114213311,0.0728580027183,1,0.666666663536,0.23544612445
all,ring,4104,frozen,5,8,0.874679409714,0.940431904116,0.610827294413,0.940654855662,0.0728580027183,1,0.666666663536,0.23544612445
all,ring,4104,frozen,6,7,0.339261672278,0.601714901214,0.218954481464,0.503468922389,0.065135798998,1,0.666666663536,0.115560171487
all,ring,4104,frozen,6,8,0.611445082693,0.78847260151,0.378751969623,0.79708387176,0.065135798998,1,0.666666663536,0.115560171487
all,ring,4104,frozen,7,8,0.291293995957,0.43808571877,0.159797488159,0.29551983465,0.0794380217249,1,0.666666662799,0.0238563982199
all,grid,4101,frozen,0,1,0.338946883788,0.505511554897,0.262147362391,0.384916529709,0.177206271585,0.574762895277,0.521085618079,0.314894281071
all,grid,4101,frozen,0,2,0.699612021542,0.977362743219,0.545800633606,0.970883552127,0.177206271585,0.574762895277,0.521085618079,0.314894281071
all,grid,4101,frozen,0,3,0.264685525881,0.434296675564,0.209125137241,0.297851363027,0.177206271585,0.574762895277,0.521085618079,0.314894281071
all,grid,4101,frozen,0,4,0.467669873157,0.594111460245,0.442447597091,0.484330171553,0.177206271585,0.574762895277,0.521085618079,0.314894281071
all,grid,4101,frozen,0,5,0.772466139619,0.809204689359,0.720055703414,0.743802011385,0.177206271585,0.574762895277,0.521085618079,0.314894281071
all,grid,4101,frozen,0,6,0.663962579662,0.97808057246,0.539131904922,0.968872502516,0.177206271585,0.574762895277,0.521085618079,0.314894281071
all,grid,4101,frozen,0,7,0.74845395908,0.806631120353,0.715358037405,0.740356400588,0.177206271585,0.574762895277,0.521085618079,0.314894281071
all,grid,4101,frozen,0,8,0.930871261596,0.831074881558,0.876163061222,0.792185122453,0.177206271585,0.574762895277,0.521085618079,0.314894281071
all,grid,4101,frozen,1,2,0.361283366973,0.682460748143,0.283653271215,0.587845558947,0.222104699372,0.574762895277,0.586665690245,0.305820078728
all,grid,4101,frozen,1,3,0.437967143274,0.436429642049,0.386339961104,0.318497984268,0.222104699372,0.574762895277,0.586665690245,0.305820078728
all,grid,4101,frozen,1,4,0.349390845985,0.443000875492,0.271821863383,0.30599249173,0.222104699372,0.574762895277,0.586665690245,0.305820078728
all,grid,4101,frozen,1,5,0.511070775443,0.605064613809,0.549429969706,0.522968794328,0.222104699372,0.574762895277,0.586665690245,0.305820078728
all,grid,4101,frozen,1,6,0.780341975904,0.879613816108,0.716346728785,0.83149517702,0.222104699372,0.574762895277,0.586665690245,0.305820078728
all,grid,4101,frozen,1,7,0.699816921684,0.701304823518,0.544732303697,0.630559765272,0.222104699372,0.574762895277,0.586665690245,0.305820078728
all,grid,4101,frozen,1,8,0.755436063479,0.821474218113,0.705537327514,0.757924095326,0.222104699372,0.574762895277,0.586665690245,0.305820078728
all,grid,4101,frozen,2,3,0.746748919061,0.886382022092,0.669993232319,0.839940628523,0.145615283979,0.574762895277,0.485637475858,0.206921596008
all,grid,4101,frozen,2,4,0.500834731691,0.735704952968,0.520215374584,0.656491156617,0.145615283979,0.574762895277,0.485637475858,0.206921596008
all,grid,4101,frozen,2,5,0.365336308964,0.693216714154,0.287895714359,0.599605602808,0.145615283979,0.574762895277,0.485637475858,0.206921596008
all,grid,4101,frozen,2,6,1,0.96855387752,1,0.965947332116,0.145615283979,0.574762895277,0.485637475858,0.206921596008
all,grid,4101,frozen,2,7,0.790690267502,0.887350395873,0.789159864852,0.839876235456,0.145615283979,0.574762895277,0.485637475858,0.206921596008
all,grid,4101,frozen,2,8,0.682732382173,0.989345551934,0.532544626339,0.98698101319,0.145615283979,0.574762895277,0.485637475858,0.206921596008
all,grid,4101,frozen,3,4,0.332907063253,0.444845172934,0.256839336918,0.308335197022,0.233311534494,0.574762895277,0.599215949246,0.276535811461
all,grid,4101,frozen,3,5,0.686869694547,0.705681872899,0.534447443241,0.633794596648,0.233311534494,0.574762895277,0.599215949246,0.276535811461
all,grid,4101,frozen,3,6,0.400688322997,0.755321180801,0.330006767681,0.672365803445,0.233311534494,0.574762895277,0.599215949246,0.276535811461
all,grid,4101,frozen,3,7,0.516934720321,0.619521754776,0.529749777232,0.537237618195,0.233311534494,0.574762895277,0.599215949246,0.276535811461
all,grid,4101,frozen,3,8,0.758306893355,0.809464611767,0.690554801049,0.741716798186,0.233311534494,0.574762895277,0.599215949246,0.276535811461
all,grid,4101,frozen,4,5,0.355320049833,0.462302542657,0.277608106323,0.329279499385,0.379742322587,0.574762895277,0.667612029913,0.157632398569
all,grid,4101,frozen,4,6,0.499195262235,0.745156574098,0.515933548035,0.667233930706,0.379742322587,0.574762895277,0.667612029913,0.157632398569
all,grid,4101,frozen,4,7,0.35052360781,0.459518875442,0.272910440314,0.326043191893,0.379742322587,0.574762895277,0.667612029913,0.157632398569
all,grid,4101,frozen,4,8,0.463423054219,0.619861153559,0.433715464131,0.515104626428,0.379742322587,0.574762895277,0.667612029913,0.157632398569
all,grid,4101,frozen,5,6,0.78882489813,0.901963129616,0.777417190576,0.859505857603,0.21460067635,0.574762895277,0.567470312212,0.0538211166037
all,grid,4101,frozen,5,7,0.494491560466,0.489870616333,0.501264150494,0.38739341073,0.21460067635,0.574762895277,0.567470312212,0.0538211166037
all,grid,4101,frozen,5,8,0.318089669159,0.510238033002,0.244648911981,0.388696613414,0.21460067635,0.574762895277,0.567470312212,0.0538211166037
all,grid,4101,frozen,6,7,0.353850048053,0.677811903051,0.276153040082,0.581140020581,0.140203817783,0.574762895277,0.479138060147,0.0958313905586
all,grid,4101,frozen,6,8,0.686001561887,1,0.532768278595,1,0.140203817783,0.574762895277,0.479138060147,0.0958313905586
all,grid,4101,frozen,7,8,0.332646891292,0.536223092998,0.256615238513,0.420214605911,0.214912443874,0.574762895277,0.568228571934,0.00365354780102
all,grid,4102,frozen,0,1,0.31384270341,0.615172105824,0.231662714292,0.51651337733,0.154989532293,0.616629889214,0.513588875156,0.297981054457
all,grid,4102,frozen,0,2,0.645774116978,0.921163255841,0.478536602892,0.926964702725,0.154989532293,0.616629889214,0.513588875156,0.297981054457
all,grid,4102,frozen,0,3,0.348423765538,0.580396407065,0.262302161559,0.474744920356,0.154989532293,0.616629889214,0.513588875156,0.297981054457
all,grid,4102,frozen,0,4,0.476987017682,0.687889268546,0.466405084159,0.605977959342,0.154989532293,0.616629889214,0.513588875156,0.297981054457
all,grid,4102,frozen,0,5,0.739125049794,0.832399999069,0.688473037528,0.779458159824,0.154989532293,0.616629889214,0.513588875156,0.297981054457
all,grid,4102,frozen,0,6,0.654762172728,0.924902780158,0.491000636151,0.92639435122,0.154989532293,0.616629889214,0.513588875156,0.297981054457
all,grid,4102,frozen,0,7,0.796941075874,0.924729384859,0.759319887019,0.892633891194,0.154989532293,0.616629889214,0.513588875156,0.297981054457
all,grid,4102,frozen,0,8,1,0.918680562697,1,0.898477295519,0.154989532293,0.616629889214,0.513588875156,0.297981054457
all,grid,4102,frozen,1,2,0.331997735332,0.525216301649,0.2468738886,0.411995130675,0.21802502311,0.616629889214,0.589754647735,0.292018846578
all,grid,4102,frozen,1,3,0.494204528743,0.599718932041,0.49396487585,0.522192180089,0.21802502311,0.616629889214,0.589754647735,0.292018846578
all,grid,4102,frozen,1,4,0.342715364476,0.419910381639,0.256748937854,0.277767238764,0.21802502311,0.616629889214,0.589754647735,0.292018846578
all,grid,4102,frozen,1,5,0.472952616541,0.433428241924,0.456810323236,0.316897045718,0.21802502311,0.616629889214,0.589754647735,0.292018846578
all,grid,4102,frozen,1,6,0.729348089345,0.80775676025,0.688146404125,0.750581208423,0.21802502311,0.616629889214,0.589754647735,0.292018846578
all,grid,4102,frozen,1,7,0.719175741963,0.742597902389,0.549663740714,0.683388326061,0.21802502311,0.616629889214,0.589754647735,0.292018846578
all,grid,4102,frozen,1,8,0.805963298965,0.877026701778,0.768337285708,0.823503140053,0.21802502311,0.616629889214,0.589754647735,0.292018846578
all,grid,4102,frozen,2,3,0.76283205269,0.847491240858,0.708222542232,0.80751855086,0.164713505329,0.616629889214,0.535620850459,0.242553088813
all,grid,4102,frozen,2,4,0.457090829756,0.56062555545,0.421683870405,0.454197569645,0.164713505329,0.616629889214,0.535620850459,0.242553088813
all,grid,4102,frozen,2,5,0.301679572489,0.423121813312,0.222444234665,0.282607668362,0.164713505329,0.616629889214,0.535620850459,0.242553088813
all,grid,4102,frozen,2,6,0.918162204145,0.828072880685,0.853081336676,0.80260177424,0.164713505329,0.616629889214,0.535620850459,0.242553088813
all,grid,4102,frozen,2,7,0.770220776345,0.798152763073,0.714598673265,0.739055615291,0.164713505329,0.616629889214,0.535620850459,0.242553088813
all,grid,4102,frozen,2,8,0.692895766314,0.986544278826,0.533971197137,0.98475814424,0.164713505329,0.616629889214,0.535620850459,0.242553088813
all,grid,4102,frozen,3,4,0.371070581974,0.507573865784,0.286538671827,0.374522899811,0.176138748388,0.616629889214,0.576813191208,0.209094214238
all,grid,4102,frozen,3,5,0.710606129629,0.741230075815,0.540864339068,0.684940828175,0.176138748388,0.616629889214,0.576813191208,0.209094214238
all,grid,4102,frozen,3,6,0.310036883991,0.574547344632,0.228698474592,0.468792200641,0.176138748388,0.616629889214,0.576813191208,0.209094214238
all,grid,4102,frozen,3,7,0.534482903846,0.62722334426,0.500838982385,0.55881439293,0.176138748388,0.616629889214,0.576813191208,0.209094214238
all,grid,4102,frozen,3,8,0.832379491356,0.940749111314,0.787251231614,0.897990726764,0.176138748388,0.616629889214,0.576813191208,0.209094214238
all,grid,4102,frozen,4,5,0.340154945878,0.455589287451,0.254325667241,0.320693170602,0.32533929754,0.616629889214,0.66934809663,0.197332001523
all,grid,4102,frozen,4,6,0.461661063876,0.586024936726,0.431397466271,0.482341590495,0.32533929754,0.616629889214,0.66934809663,0.197332001523
all,grid,4102,frozen,4,7,0.376498498946,0.555632487455,0.29291480286,0.428434940716,0.32533929754,0.616629889214,0.66934809663,0.197332001523
all,grid,4102,frozen,4,8,0.523327425119,0.821963195951,0.565852629713,0.762783807724,0.32533929754,0.616629889214,0.66934809663,0.197332001523
all,grid,4102,frozen,5,6,0.760943135986,0.793279719003,0.685723133512,0.732112105693,0.208600849251,0.616629889214,0.588065759131,0.179544110387
all,grid,4102,frozen,5,7,0.522626840574,0.633366048597,0.547240470101,0.5583135125,0.208600849251,0.616629889214,0.588065759131,0.179544110387
all,grid,4102,frozen,5,8,0.39129180802,0.787437360242,0.311526962472,0.703802391795,0.208600849251,0.616629889214,0.588065759131,0.179544110387
all,grid,4102,frozen,6,7,0.358033523898,0.503796964061,0.272140507793,0.377978447759,0.15637924486,0.616629889214,0.532362142651,0.102181581903
all,grid,4102,frozen,6,8,0.724098241469,1,0.558552757022,1,0.15637924486,0.616629889214,0.532362142651,0.102181581903
all,grid,4102,frozen,7,8,0.370960930801,0.74278724078,0.286412249229,0.651361743207,0.159620154441,0.616629889214,0.564096742959,0.0102577180286
all,grid,4103,frozen,0,1,0.345399226092,0.602614448016,0.268045292374,0.457456421238,0.112865712597,0.644664320477,0.48560942993,0.329345438614
all,grid,4103,frozen,0,2,0.689921634292,0.992708722637,0.537834467633,0.982086502588,0.112865712597,0.644664320477,0.48560942993,0.329345438614
all,grid,4103,frozen,0,3,0.345551704223,0.638651604635,0.268205636975,0.501068105495,0.112865712597,0.644664320477,0.48560942993,0.329345438614
all,grid,4103,frozen,0,4,0.519955997953,0.682943260333,0.517164995259,0.586243962882,0.112865712597,0.644664320477,0.48560942993,0.329345438614
all,grid,4103,frozen,0,5,0.807222346595,0.905754225148,0.797635469643,0.809891621716,0.112865712597,0.644664320477,0.48560942993,0.329345438614
all,grid,4103,frozen,0,6,0.6963384989,0.986830822995,0.545850220452,0.984564233276,0.112865712597,0.644664320477,0.48560942993,0.329345438614
all,grid,4103,frozen,0,7,0.756537234395,0.847691653558,0.694779048291,0.744650331973,0.112865712597,0.644664320477,0.48560942993,0.329345438614
all,grid,4103,frozen,0,8,1,0.93851126852,1,0.903081847009,0.112865712597,0.644664320477,0.48560942993,0.329345438614
all,grid,4103,frozen,1,2,0.347049102099,0.681170486988,0.269789175259,0.539573434136,0.208902246876,0.644664320477,0.589313731008,0.303143057666
all,grid,4103,frozen,1,3,0.433817240461,0.434862231038,0.396323692162,0.300394013816,0.208902246876,0.644664320477,0.589313731008,0.303143057666
all,grid,4103,frozen,1,4,0.337571200412,0.436751705559,0.260033111457,0.273550618246,0.208902246876,0.644664320477,0.589313731008,0.303143057666
all,grid,4103,frozen,1,5,0.500556928248,0.581165895476,0.540503585841,0.477310686797,0.208902246876,0.644664320477,0.589313731008,0.303143057666
all,grid,4103,frozen,1,6,0.741810178014,0.833044402252,0.673968275639,0.729176229089,0.208902246876,0.644664320477,0.589313731008,0.303143057666
all,grid,4103,frozen,1,7,0.641312653986,0.598430665868,0.491146168245,0.513615620816,0.208902246876,0.644664320477,0.589313731008,0.303143057666
all,grid,4103,frozen,1,8,0.760714264616,0.895793396337,0.796367119954,0.790561883542,0.208902246876,0.644664320477,0.589313731008,0.303143057666
all,grid,4103,frozen,2,3,0.731263459799,0.842412895673,0.666112867421,0.736387328199,0.110340408523,0.644664320477,0.497534278369,0.241319150015
all,grid,4103,frozen,2,4,0.486833311049,0.700726266637,0.529822286716,0.610174203197,0.110340408523,0.644664320477,0.497534278369,0.241319150015
all,grid,4103,frozen,2,5,0.355365994071,0.670379259688,0.278885406097,0.524984308357,0.110340408523,0.644664320477,0.497534278369,0.241319150015
all,grid,4103,frozen,2,6,0.967101085203,0.939233808471,0.943757450898,0.906438101735,0.110340408523,0.644664320477,0.497534278369,0.241319150015
all,grid,4103,frozen,2,7,0.752157269422,0.891686126614,0.760935343504,0.788378983009,0.110340408523,0.644664320477,0.497534278369,0.241319150015
all,grid,4103,frozen,2,8,0.688174765487,1,0.535054497153,1,0.110340408523,0.644664320477,0.497534278369,0.241319150015
all,grid,4103,frozen,3,4,0.326017489019,0.368577556834,0.248959358284,0.19806239396,0.245341179653,0.644664320477,0.606106250519,0.20374490506
all,grid,4103,frozen,3,5,0.681803256084,0.656003711682,0.529429832668,0.550212651794,0.245341179653,0.644664320477,0.606106250519,0.20374490506
all,grid,4103,frozen,3,6,0.354258958838,0.63723532661,0.277644583477,0.499275080344,0.245341179653,0.644664320477,0.606106250519,0.20374490506
all,grid,4103,frozen,3,7,0.448503577616,0.432529379282,0.426573411316,0.295733759778,0.245341179653,0.644664320477,0.606106250519,0.20374490506
all,grid,4103,frozen,3,8,0.764507010138,0.840053552425,0.731794363025,0.731473568047,0.245341179653,0.644664320477,0.606106250519,0.20374490506
all,grid,4103,frozen,4,5,0.356768057464,0.506895885142,0.280470474384,0.353314137762,0.238385821977,0.644664320477,0.656694326354,0.157464193399
all,grid,4103,frozen,4,6,0.481391683404,0.652126111707,0.485853771428,0.55198492821,0.238385821977,0.644664320477,0.656694326354,0.157464193399
all,grid,4103,frozen,4,7,0.30525925872,0.416055549786,0.231113056788,0.249123044624,0.238385821977,0.644664320477,0.656694326354,0.157464193399
all,grid,4103,frozen,4,8,0.48035001722,0.692589711154,0.536334008497,0.599653263885,0.238385821977,0.644664320477,0.656694326354,0.157464193399
all,grid,4103,frozen,5,6,0.785716137909,0.898128451438,0.766324245812,0.802244354127,0.167271285287,0.644664320477,0.559888707036,0.0972868162292
all,grid,4103,frozen,5,7,0.491916204591,0.57824448304,0.511583531172,0.475349830233,0.167271285287,0.644664320477,0.559888707036,0.0972868162292
all,grid,4103,frozen,5,8,0.333641713582,0.628788541848,0.256169091055,0.475349902642,0.167271285287,0.644664320477,0.559888707036,0.0972868162292
all,grid,4103,frozen,6,7,0.332162190657,0.5632936231,0.25474071464,0.408984303917,0.113896018177,0.644664320477,0.499099896812,0.0786844375864
all,grid,4103,frozen,6,8,0.707971474976,0.980913527865,0.559961666348,0.966103497605,0.113896018177,0.644664320477,0.499099896812,0.0786844375864
all,grid,4103,frozen,7,8,0.377070185531,0.707744950721,0.305220951709,0.571261769434,0.209913901628,0.644664320477,0.591545308259,0.0507327942766
