condition,seed,refinement_level,setting_left,setting_right,G,expected_relation,holdout_edge
semantic_permutation_control,3101,0,epsilon,delta,0.00933979870477,-1,False
semantic_permutation_control,3101,0,epsilon,epsilon,1.69659948221e-18,0,False
semantic_permutation_control,3101,0,epsilon,zeta,0.418494386012,1,True
semantic_permutation_control,3101,0,zeta,alpha,-1.00377507672,1,False
semantic_permutation_control,3101,0,zeta,beta,0.0256555865381,0,False
semantic_permutation_control,3101,0,zeta,gamma,-0.00343420094696,0.35,False
semantic_permutation_control,3101,0,zeta,delta,0.989388793694,0,False
semantic_permutation_control,3101,0,zeta,epsilon,-0.418494386012,-1,False
semantic_permutation_control,3101,0,zeta,zeta,3.52305519529e-18,0,False
semantic_permutation_control,3101,1,alpha,alpha,3.54019772691e-18,0,False
semantic_permutation_control,3101,1,alpha,beta,-0.372706571317,1,True
semantic_permutation_control,3101,1,alpha,gamma,-0.998031377692,0,False
semantic_permutation_control,3101,1,alpha,delta,-0.00521440495923,0.45,False
semantic_permutation_control,3101,1,alpha,epsilon,0.00538014403606,0,False
semantic_permutation_control,3101,1,alpha,zeta,0.986770447812,-1,False
semantic_permutation_control,3101,1,beta,alpha,0.372706571317,-1,False
semantic_permutation_control,3101,1,beta,beta,-1.71166066773e-18,0,False
semantic_permutation_control,3101,1,beta,gamma,0.00840260960175,1,False
semantic_permutation_control,3101,1,beta,delta,-0.991660188825,0,False
semantic_permutation_control,3101,1,beta,epsilon,0.983031154459,0,False
semantic_permutation_control,3101,1,beta,zeta,-0.00295908529487,0,False
semantic_permutation_control,3101,1,gamma,alpha,0.998031377692,0,False
semantic_permutation_control,3101,1,gamma,beta,-0.00840260960175,-1,False
semantic_permutation_control,3101,1,gamma,gamma,4.38726663637e-19,0,False
semantic_permutation_control,3101,1,gamma,delta,-0.00628496523639,1,True
semantic_permutation_control,3101,1,gamma,epsilon,-0.989259714848,0,False
semantic_permutation_control,3101,1,gamma,zeta,-0.0121199658043,-0.35,False
semantic_permutation_control,3101,1,delta,alpha,0.00521440495923,-0.45,False
semantic_permutation_control,3101,1,delta,beta,0.991660188825,0,False
semantic_permutation_control,3101,1,delta,gamma,0.00628496523639,-1,False
semantic_permutation_control,3101,1,delta,delta,0,0,False
semantic_permutation_control,3101,1,delta,epsilon,0.00206624794491,1,False
semantic_permutation_control,3101,1,delta,zeta,-1.00394021533,0,False
semantic_permutation_control,3101,1,epsilon,alpha,-0.00538014403606,0,False
semantic_permutation_control,3101,1,epsilon,beta,-0.983031154459,0,False
semantic_permutation_control,3101,1,epsilon,gamma,0.989259714848,0,False
semantic_permutation_control,3101,1,epsilon,delta,-0.00206624794491,-1,False
semantic_permutation_control,3101,1,epsilon,epsilon,0,0,False
semantic_permutation_control,3101,1,epsilon,zeta,0.451182487235,1,True
semantic_permutation_control,3101,1,zeta,alpha,-0.986770447812,1,False
semantic_permutation_control,3101,1,zeta,beta,0.00295908529487,0,False
semantic_permutation_control,3101,1,zeta,gamma,0.0121199658043,0.35,False
semantic_permutation_control,3101,1,zeta,delta,1.00394021533,0,False
semantic_permutation_control,3101,1,zeta,epsilon,-0.451182487235,-1,False
semantic_permutation_control,3101,1,zeta,zeta,2.13869153998e-19,0,False
semantic_permutation_control,3101,2,alpha,alpha,0,0,False
semantic_permutation_control,3101,2,alpha,beta,-0.358741711783,1,True
semantic_permutation_control,3101,2,alpha,gamma,-1.0143454723,0,False
semantic_permutation_control,3101,2,alpha,delta,0.0298196140219,0.45,False
semantic_permutation_control,3101,2,alpha,epsilon,-0.018676992563,0,False
semantic_permutation_control,3101,2,alpha,zeta,0.99939260796,-1,False
semantic_permutation_control,3101,2,beta,alpha,0.358741711783,-1,False
semantic_permutation_control,3101,2,beta,beta,-1.69935075566e-18,0,False
semantic_permutation_control,3101,2,beta,gamma,0.000264083835055,1,False
semantic_permutation_control,3101,2,beta,delta,-0.99667641172,0,False
semantic_permutation_control,3101,2,beta,epsilon,1.00299696669,0,False
semantic_permutation_control,3101,2,beta,zeta,-0.0190890875609,0,False
semantic_permutation_control,3101,2,gamma,alpha,1.0143454723,0,False
semantic_permutation_control,3101,2,gamma,beta,-0.000264083835055,-1,False
semantic_permutation_control,3101,2,gamma,gamma,0,0,False
semantic_permutation_control,3101,2,gamma,delta,-0.00823336498565,1,True
semantic_permutation_control,3101,2,gamma,epsilon,-0.99486349862,0,False
semantic_permutation_control,3101,2,gamma,zeta,0.0139750920803,-0.35,False
semantic_permutation_control,3101,2,delta,alpha,-0.0298196140219,-0.45,False
semantic_permutation_control,3101,2,delta,beta,0.99667641172,0,False
semantic_permutation_control,3101,2,delta,gamma,0.00823336498565,-1,False
semantic_permutation_control,3101,2,delta,delta,0,0,False
semantic_permutation_control,3101,2,delta,epsilon,0.00164091093184,1,False
semantic_permutation_control,3101,2,delta,zeta,-0.988317137939,0,False
semantic_permutation_control,3101,2,epsilon,alpha,0.018676992563,0,False
semantic_permutation_control,3101,2,epsilon,beta,-1.00299696669,0,False
semantic_permutation_control,3101,2,epsilon,gamma,0.99486349862,0,False
semantic_permutation_control,3101,2,epsilon,delta,-0.00164091093184,-1,False
semantic_permutation_control,3101,2,epsilon,epsilon,0,0,False
semantic_permutation_control,3101,2,epsilon,zeta,0.410432192358,1,True
semantic_permutation_control,3101,2,zeta,alpha,-0.99939260796,1,False
semantic_permutation_control,3101,2,zeta,beta,0.0190890875609,0,False
semantic_permutation_control,3101,2,zeta,gamma,-0.0139750920803,0.35,False
semantic_permutation_control,3101,2,zeta,delta,0.988317137939,0,False
semantic_permutation_control,3101,2,zeta,epsilon,-0.410432192358,-1,False
semantic_permutation_control,3101,2,zeta,zeta,-8.64707638109e-19,0,False
semantic_permutation_control,3101,3,alpha,alpha,-5.54699792696e-19,0,False
semantic_permutation_control,3101,3,alpha,beta,-0.34551285014,1,True
semantic_permutation_control,3101,3,alpha,gamma,-0.973536335357,0,False
semantic_permutation_control,3101,3,alpha,delta,-0.00262285782117,0.45,False
semantic_permutation_control,3101,3,alpha,epsilon,-0.0160545018452,0,False
semantic_permutation_control,3101,3,alpha,zeta,0.990346810637,-1,False
semantic_permutation_control,3101,3,beta,alpha,0.34551285014,-1,False
semantic_permutation_control,3101,3,beta,beta,1.76550282134e-18,0,False
semantic_permutation_control,3101,3,beta,gamma,-0.00874819952674,1,False
semantic_permutation_control,3101,3,beta,delta,-1.00228650317,0,False
semantic_permutation_control,3101,3,beta,epsilon,1.00866874022,0,False
semantic_permutation_control,3101,3,beta,zeta,-0.00709246398479,0,False
semantic_permutation_control,3101,3,gamma,alpha,0.973536335357,0,False
semantic_permutation_control,3101,3,gamma,beta,0.00874819952674,-1,False
semantic_permutation_control,3101,3,gamma,gamma,-4.24287547448e-19,0,False
semantic_permutation_control,3101,3,gamma,delta,0.00117247745928,1,True
semantic_permutation_control,3101,3,gamma,epsilon,-1.0177065184,0,False
semantic_permutation_control,3101,3,gamma,zeta,0.0317507776392,-0.35,False
semantic_permutation_control,3101,3,delta,alpha,0.00262285782117,-0.45,False
semantic_permutation_control,3101,3,delta,beta,1.00228650317,0,False
semantic_permutation_control,3101,3,delta,gamma,-0.00117247745928,-1,False
semantic_permutation_control,3101,3,delta,delta,0,0,False
semantic_permutation_control,3101,3,delta,epsilon,-0.00339747132215,1,False
semantic_permutation_control,3101,3,delta,zeta,-1.01269569743,0,False
semantic_permutation_control,3101,3,epsilon,alpha,0.0160545018452,0,False
semantic_permutation_control,3101,3,epsilon,beta,-1.00866874022,0,False
semantic_permutation_control,3101,3,epsilon,gamma,1.0177065184,0,False
semantic_permutation_control,3101,3,epsilon,delta,0.00339747132215,-1,False
semantic_permutation_control,3101,3,epsilon,epsilon,-8.81288415174e-19,0,False
semantic_permutation_control,3101,3,epsilon,zeta,0.456650586071,1,True
semantic_permutation_control,3101,3,zeta,alpha,-0.990346810637,1,False
semantic_permutation_control,3101,3,zeta,beta,0.00709246398479,0,False
semantic_permutation_control,3101,3,zeta,gamma,-0.0317507776392,0.35,False
semantic_permutation_control,3101,3,zeta,delta,1.01269569743,0,False
semantic_permutation_control,3101,3,zeta,epsilon,-0.456650586071,-1,False
semantic_permutation_control,3101,3,zeta,zeta,3.38961939053e-18,0,False
semantic_permutation_control,3102,0,alpha,alpha,1.75433071077e-18,0,False
semantic_permutation_control,3102,0,alpha,beta,-0.350308893782,1,True
semantic_permutation_control,3102,0,alpha,gamma,-1.00971622976,0,False
semantic_permutation_control,3102,0,alpha,delta,-0.00986056199446,0.45,False
semantic_permutation_control,3102,0,alpha,epsilon,0.0177724785756,0,False
semantic_permutation_control,3102,0,alpha,zeta,0.977588509847,-1,False
semantic_permutation_control,3102,0,beta,alpha,0.350308893782,-1,False
semantic_permutation_control,3102,0,beta,beta,8.7962112413e-19,0,False
semantic_permutation_control,3102,0,beta,gamma,-0.00307546718138,1,False
semantic_permutation_control,3102,0,beta,delta,-0.999734717337,0,False
semantic_permutation_control,3102,0,beta,epsilon,1.00649227398,0,False
semantic_permutation_control,3102,0,beta,zeta,0.00318221454238,0,False
semantic_permutation_control,3102,0,gamma,alpha,1.00971622976,0,False
semantic_permutation_control,3102,0,gamma,beta,0.00307546718138,-1,False
semantic_permutation_control,3102,0,gamma,gamma,0,0,False
semantic_permutation_control,3102,0,gamma,delta,-0.0280385551929,1,True
semantic_permutation_control,3102,0,gamma,epsilon,-0.9763281928,0,False
semantic_permutation_control,3102,0,gamma,zeta,0.00548462157768,-0.35,False
semantic_permutation_control,3102,0,delta,alpha,0.00986056199446,-0.45,False
semantic_permutation_control,3102,0,delta,beta,0.999734717337,0,False
semantic_permutation_control,3102,0,delta,gamma,0.0280385551929,-1,False
semantic_permutation_control,3102,0,delta,delta,-8.76269066364e-19,0,False
semantic_permutation_control,3102,0,delta,epsilon,0.00609755817649,1,False
semantic_permutation_control,3102,0,delta,zeta,-0.981716447408,0,False
semantic_permutation_control,3102,0,epsilon,alpha,-0.0177724785756,0,False
semantic_permutation_control,3102,0,epsilon,beta,-1.00649227398,0,False
semantic_permutation_control,3102,0,epsilon,gamma,0.9763281928,0,False
semantic_permutation_control,3102,0,epsilon,delta,-0.00609755817649,-1,False
semantic_permutation_control,3102,0,epsilon,epsilon,0,0,False
semantic_permutation_control,3102,0,epsilon,zeta,0.462805601996,1,True
semantic_permutation_control,3102,0,zeta,alpha,-0.977588509847,1,False
semantic_permutation_control,3102,0,zeta,beta,-0.00318221454238,0,False
semantic_permutation_control,3102,0,zeta,gamma,-0.00548462157768,0.35,False
semantic_permutation_control,3102,0,zeta,delta,0.981716447408,0,False
semantic_permutation_control,3102,0,zeta,epsilon,-0.462805601996,-1,False
semantic_permutation_control,3102,0,zeta,zeta,0,0,False
semantic_permutation_control,3102,1,alpha,alpha,0,0,False
semantic_permutation_control,3102,1,alpha,beta,-0.328705705343,1,True
semantic_permutation_control,3102,1,alpha,gamma,-1.00300650074,0,False
semantic_permutation_control,3102,1,alpha,delta,0.00615379752715,0.45,False
semantic_permutation_control,3102,1,alpha,epsilon,-0.0103931702883,0,False
semantic_permutation_control,3102,1,alpha,zeta,0.993718926209,-1,False
semantic_permutation_control,3102,1,beta,alpha,0.328705705343,-1,False
semantic_permutation_control,3102,1,beta,beta,1.74269416453e-18,0,False
semantic_permutation_control,3102,1,beta,gamma,0.0044939806223,1,False
semantic_permutation_control,3102,1,beta,delta,-0.987714453783,0,False
semantic_permutation_control,3102,1,beta,epsilon,1.00080337618,0,False
semantic_permutation_control,3102,1,beta,zeta,-0.0469654792658,0,False
semantic_permutation_control,3102,1,gamma,alpha,1.00300650074,0,False
semantic_permutation_control,3102,1,gamma,beta,-0.0044939806223,-1,False
semantic_permutation_control,3102,1,gamma,gamma,8.65305655514e-19,0,False
semantic_permutation_control,3102,1,gamma,delta,-0.00760533809955,1,True
semantic_permutation_control,3102,1,gamma,epsilon,-1.01326867951,0,False
semantic_permutation_control,3102,1,gamma,zeta,0.00135954814343,-0.35,False
semantic_permutation_control,3102,1,delta,alpha,-0.00615379752715,-0.45,False
semantic_permutation_control,3102,1,delta,beta,0.987714453783,0,False
semantic_permutation_control,3102,1,delta,gamma,0.00760533809955,-1,False
semantic_permutation_control,3102,1,delta,delta,-1.72695436878e-18,0,False
semantic_permutation_control,3102,1,delta,epsilon,0.00565026816165,1,False
semantic_permutation_control,3102,1,delta,zeta,-1.00403613985,0,False
semantic_permutation_control,3102,1,epsilon,alpha,0.0103931702883,0,False
semantic_permutation_control,3102,1,epsilon,beta,-1.00080337618,0,False
semantic_permutation_control,3102,1,epsilon,gamma,1.01326867951,0,False
semantic_permutation_control,3102,1,epsilon,delta,-0.00565026816165,-1,False
semantic_permutation_control,3102,1,epsilon,epsilon,0,0,False
semantic_permutation_control,3102,1,epsilon,zeta,0.454365431465,1,True
semantic_permutation_control,3102,1,zeta,alpha,-0.993718926209,1,False
semantic_permutation_control,3102,1,zeta,beta,0.0469654792658,0,False
semantic_permutation_control,3102,1,zeta,gamma,-0.00135954814343,0.35,False
semantic_permutation_control,3102,1,zeta,delta,1.00403613985,0,False
semantic_permutation_control,3102,1,zeta,epsilon,-0.454365431465,-1,False
semantic_permutation_control,3102,1,zeta,zeta,0,0,False
semantic_permutation_control,3102,2,alpha,alpha,-1.65845161237e-19,0,False
semantic_permutation_control,3102,2,alpha,beta,-0.352652131709,1,True
semantic_permutation_control,3102,2,alpha,gamma,-1.01559183755,0,False
semantic_permutation_control,3102,2,alpha,delta,-0.00142441486945,0.45,False
semantic_permutation_control,3102,2,alpha,epsilon,0.00379262310901,0,False
semantic_permutation_control,3102,2,alpha,zeta,0.976924636714,-1,False
semantic_permutation_control,3102,2,beta,alpha,0.352652131709,-1,False
semantic_permutation_control,3102,2,beta,beta,0,0,False
semantic_permutation_control,3102,2,beta,gamma,0.0139415218596,1,False
semantic_permutation_control,3102,2,beta,delta,-1.0100493271,0,False
semantic_permutation_control,3102,2,beta,epsilon,0.990269697074,0,False
semantic_permutation_control,3102,2,beta,zeta,0.0169085860084,0,False
semantic_permutation_control,3102,2,gamma,alpha,1.01559183755,0,False
semantic_permutation_control,3102,2,gamma,beta,-0.0139415218596,-1,False
semantic_permutation_control,3102,2,gamma,gamma,1.7597535933e-18,0,False
semantic_permutation_control,3102,2,gamma,delta,-0.0105660465978,1,True
semantic_permutation_control,3102,2,gamma,epsilon,-0.986382797582,0,False
semantic_permutation_control,3102,2,gamma,zeta,0.00291120368691,-0.35,False
semantic_permutation_control,3102,2,delta,alpha,0.00142441486945,-0.45,False
semantic_permutation_control,3102,2,delta,beta,1.0100493271,0,False
semantic_permutation_control,3102,2,delta,gamma,0.0105660465978,-1,False
semantic_permutation_control,3102,2,delta,delta,0,0,False
semantic_permutation_control,3102,2,delta,epsilon,-0.0234104087864,1,False
semantic_permutation_control,3102,2,delta,zeta,-0.979055546121,0,False
semantic_permutation_control,3102,2,epsilon,alpha,-0.00379262310901,0,False
semantic_permutation_control,3102,2,epsilon,beta,-0.990269697074,0,False
semantic_permutation_control,3102,2,epsilon,gamma,0.986382797582,0,False
semantic_permutation_control,3102,2,epsilon,delta,0.0234104087864,-1,False
semantic_permutation_control,3102,2,epsilon,epsilon,0,0,False
semantic_permutation_control,3102,2,epsilon,zeta,0.45879322041,1,True
semantic_permutation_control,3102,2,zeta,alpha,-0.976924636714,1,False
semantic_permutation_control,3102,2,zeta,beta,-0.0169085860084,0,False
semantic_permutation_control,3102,2,zeta,gamma,-0.00291120368691,0.35,False
semantic_permutation_control,3102,2,zeta,delta,0.979055546121,0,False
semantic_permutation_control,3102,2,zeta,epsilon,-0.45879322041,-1,False
semantic_permutation_control,3102,2,zeta,zeta,0,0,False
semantic_permutation_control,3102,3,alpha,alpha,3.41522210208e-18,0,False
semantic_permutation_control,3102,3,alpha,beta,-0.34361397283,1,True
semantic_permutation_control,3102,3,alpha,gamma,-1.00131843642,0,False
semantic_permutation_control,3102,3,alpha,delta,0.0141470135605,0.45,False
semantic_permutation_control,3102,3,alpha,epsilon,-0.00339884218919,0,False
semantic_permutation_control,3102,3,alpha,zeta,1.00997864909,-1,False
semantic_permutation_control,3102,3,beta,alpha,0.34361397283,-1,False
semantic_permutation_control,3102,3,beta,beta,-8.54757418432e-19,0,False
semantic_permutation_control,3102,3,beta,gamma,0.0156068023226,1,False
semantic_permutation_control,3102,3,beta,delta,-0.986805360371,0,False
semantic_permutation_control,3102,3,beta,epsilon,1.0056688448,0,False
semantic_permutation_control,3102,3,beta,zeta,-0.0210699899493,0,False
semantic_permutation_control,3102,3,gamma,alpha,1.00131843642,0,False
semantic_permutation_control,3102,3,gamma,beta,-0.0156068023226,-1,False
semantic_permutation_control,3102,3,gamma,gamma,-1.31936891869e-18,0,False
semantic_permutation_control,3102,3,gamma,delta,-0.00951843902477,1,True
semantic_permutation_control,3102,3,gamma,epsilon,-1.00327179227,0,False
semantic_permutation_control,3102,3,gamma,zeta,0.00674424544784,-0.35,False
semantic_permutation_control,3102,3,delta,alpha,-0.0141470135605,-0.45,False
semantic_permutation_control,3102,3,delta,beta,0.986805360371,0,False
semantic_permutation_control,3102,3,delta,gamma,0.00951843902477,-1,False
semantic_permutation_control,3102,3,delta,delta,-6.40059879651e-19,0,False
semantic_permutation_control,3102,3,delta,epsilon,-0.000410620417387,1,False
semantic_permutation_control,3102,3,delta,zeta,-1.00550172321,0,False
semantic_permutation_control,3102,3,epsilon,alpha,0.00339884218919,0,False
semantic_permutation_control,3102,3,epsilon,beta,-1.0056688448,0,False
semantic_permutation_control,3102,3,epsilon,gamma,1.00327179227,0,False
semantic_permutation_control,3102,3,epsilon,delta,0.000410620417387,-1,False
semantic_permutation_control,3102,3,epsilon,epsilon,-2.54455839128e-18,0,False
semantic_permutation_control,3102,3,epsilon,zeta,0.436559048076,1,True
semantic_permutation_control,3102,3,zeta,alpha,-1.00997864909,1,False
semantic_permutation_control,3102,3,zeta,beta,0.0210699899493,0,False
semantic_permutation_control,3102,3,zeta,gamma,-0.00674424544784,0.35,False
semantic_permutation_control,3102,3,zeta,delta,1.00550172321,0,False
semantic_permutation_control,3102,3,zeta,epsilon,-0.436559048076,-1,False
semantic_permutation_control,3102,3,zeta,zeta,1.76131108566e-18,0,False
semantic_permutation_control,3103,0,alpha,alpha,3.32545333462e-19,0,False
semantic_permutation_control,3103,0,alpha,beta,-0.327175547657,1,True
semantic_permutation_control,3103,0,alpha,gamma,-1.01168080697,0,False
semantic_permutation_control,3103,0,alpha,delta,0.00381105108435,0.45,False
semantic_permutation_control,3103,0,alpha,epsilon,-0.0249009527997,0,False
semantic_permutation_control,3103,0,alpha,zeta,1.00166357925,-1,False
semantic_permutation_control,3103,0,beta,alpha,0.327175547657,-1,False
semantic_permutation_control,3103,0,beta,beta,-1.7325703327e-18,0,False
semantic_permutation_control,3103,0,beta,gamma,0.00394385352523,1,False
semantic_permutation_control,3103,0,beta,delta,-1.00279755666,0,False
semantic_permutation_control,3103,0,beta,epsilon,0.978780988871,0,False
semantic_permutation_control,3103,0,beta,zeta,-0.00225289790669,0,False
semantic_permutation_control,3103,0,gamma,alpha,1.01168080697,0,False
semantic_permutation_control,3103,0,gamma,beta,-0.00394385352523,-1,False
semantic_permutation_control,3103,0,gamma,gamma,-3.39733248183e-18,0,False
semantic_permutation_control,3103,0,gamma,delta,-0.00953749185138,1,True
semantic_permutation_control,3103,0,gamma,epsilon,-0.993959853102,0,False
semantic_permutation_control,3103,0,gamma,zeta,-0.0190110414434,-0.35,False
semantic_permutation_control,3103,0,delta,alpha,-0.00381105108435,-0.45,False
semantic_permutation_control,3103,0,delta,beta,1.00279755666,0,False
semantic_permutation_control,3103,0,delta,gamma,0.00953749185138,-1,False
semantic_permutation_control,3103,0,delta,delta,0,0,False
semantic_permutation_control,3103,0,delta,epsilon,-0.0141262246729,1,False
semantic_permutation_control,3103,0,delta,zeta,-1.0268404844,0,False
semantic_permutation_control,3103,0,epsilon,alpha,0.0249009527997,0,False
semantic_permutation_control,3103,0,epsilon,beta,-0.978780988871,0,False
semantic_permutation_control,3103,0,epsilon,gamma,0.993959853102,0,False
semantic_permutation_control,3103,0,epsilon,delta,0.0141262246729,-1,False
semantic_permutation_control,3103,0,epsilon,epsilon,8.60758683853e-19,0,False
semantic_permutation_control,3103,0,epsilon,zeta,0.442536658267,1,True
semantic_permutation_control,3103,0,zeta,alpha,-1.00166357925,1,False
semantic_permutation_control,3103,0,zeta,beta,0.00225289790669,0,False
semantic_permutation_control,3103,0,zeta,gamma,0.0190110414434,0.35,False
semantic_permutation_control,3103,0,zeta,delta,1.0268404844,0,False
semantic_permutation_control,3103,0,zeta,epsilon,-0.442536658267,-1,False
semantic_permutation_control,3103,0,zeta,zeta,-3.53069330465e-18,0,False
semantic_permutation_control,3103,1,alpha,alpha,2.91543663278e-19,0,False
semantic_permutation_control,3103,1,alpha,beta,-0.345451554404,1,True
semantic_permutation_control,3103,1,alpha,gamma,-0.991775147258,0,False
semantic_permutation_control,3103,1,alpha,delta,0.0155687463444,0.45,False
semantic_permutation_control,3103,1,alpha,epsilon,-0.0256436956614,0,False
semantic_permutation_control,3103,1,alpha,zeta,1.00319413722,-1,False
semantic_permutation_control,3103,1,beta,alpha,0.345451554404,-1,False
semantic_permutation_control,3103,1,beta,beta,-1.69686732557e-18,0,False
semantic_permutation_control,3103,1,beta,gamma,0.00630801247523,1,False
semantic_permutation_control,3103,1,beta,delta,-0.992566121429,0,False
semantic_permutation_control,3103,1,beta,epsilon,0.985073053403,0,False
semantic_permutation_control,3103,1,beta,zeta,0.00699684992362,0,False
semantic_permutation_control,3103,1,gamma,alpha,0.991775147258,0,False
semantic_permutation_control,3103,1,gamma,beta,-0.00630801247523,-1,False
semantic_permutation_control,3103,1,gamma,gamma,0,0,False
semantic_permutation_control,3103,1,gamma,delta,0.0141349581492,1,True
semantic_permutation_control,3103,1,gamma,epsilon,-1.01121858633,0,False
semantic_permutation_control,3103,1,gamma,zeta,0.0193132941117,-0.35,False
semantic_permutation_control,3103,1,delta,alpha,-0.0155687463444,-0.45,False
semantic_permutation_control,3103,1,delta,beta,0.992566121429,0,False
semantic_permutation_control,3103,1,delta,gamma,-0.0141349581492,-1,False
semantic_permutation_control,3103,1,delta,delta,1.80434743837e-18,0,False
semantic_permutation_control,3103,1,delta,epsilon,0.0096974752352,1,False
semantic_permutation_control,3103,1,delta,zeta,-1.01704521598,0,False
semantic_permutation_control,3103,1,epsilon,alpha,0.0256436956614,0,False
semantic_permutation_control,3103,1,epsilon,beta,-0.985073053403,0,False
semantic_permutation_control,3103,1,epsilon,gamma,1.01121858633,0,False
semantic_permutation_control,3103,1,epsilon,delta,-0.0096974752352,-1,False
semantic_permutation_control,3103,1,epsilon,epsilon,-8.76988404609e-19,0,False
semantic_permutation_control,3103,1,epsilon,zeta,0.481071184982,1,True
semantic_permutation_control,3103,1,zeta,alpha,-1.00319413722,1,False
semantic_permutation_control,3103,1,zeta,beta,-0.00699684992362,0,False
semantic_permutation_control,3103,1,zeta,gamma,-0.0193132941117,0.35,False
semantic_permutation_control,3103,1,zeta,delta,1.01704521598,0,False
semantic_permutation_control,3103,1,zeta,epsilon,-0.481071184982,-1,False
semantic_permutation_control,3103,1,zeta,zeta,-1.71200058945e-18,0,False
semantic_permutation_control,3103,2,alpha,alpha,3.45451623718e-18,0,False
semantic_permutation_control,3103,2,alpha,beta,-0.360855013546,1,True
semantic_permutation_control,3103,2,alpha,gamma,-1.01686390046,0,False
semantic_permutation_control,3103,2,alpha,delta,-0.000873022959403,0.45,False
semantic_permutation_control,3103,2,alpha,epsilon,0.00238700921444,0,False
semantic_permutation_control,3103,2,alpha,zeta,1.00459067767,-1,False
semantic_permutation_control,3103,2,beta,alpha,0.360855013546,-1,False
semantic_permutation_control,3103,2,beta,beta,0,0,False
semantic_permutation_control,3103,2,beta,gamma,-0.00180093809416,1,False
semantic_permutation_control,3103,2,beta,delta,-1.02956517458,0,False
semantic_permutation_control,3103,2,beta,epsilon,0.987361084873,0,False
semantic_permutation_control,3103,2,beta,zeta,-0.0190138605687,0,False
semantic_permutation_control,3103,2,gamma,alpha,1.01686390046,0,False
semantic_permutation_control,3103,2,gamma,beta,0.00180093809416,-1,False
semantic_permutation_control,3103,2,gamma,gamma,8.855653938e-19,0,False
semantic_permutation_control,3103,2,gamma,delta,-0.003669458149,1,True
semantic_permutation_control,3103,2,gamma,epsilon,-0.975425125626,0,False
semantic_permutation_control,3103,2,gamma,zeta,-0.0128724431498,-0.35,False
semantic_permutation_control,3103,2,delta,alpha,0.000873022959403,-0.45,False
semantic_permutation_control,3103,2,delta,beta,1.02956517458,0,False
semantic_permutation_control,3103,2,delta,gamma,0.003669458149,-1,False
semantic_permutation_control,3103,2,delta,delta,0,0,False
semantic_permutation_control,3103,2,delta,epsilon,0.00736847363572,1,False
semantic_permutation_control,3103,2,delta,zeta,-1.01321040218,0,False
semantic_permutation_control,3103,2,epsilon,alpha,-0.00238700921444,0,False
semantic_permutation_control,3103,2,epsilon,beta,-0.987361084873,0,False
semantic_permutation_control,3103,2,epsilon,gamma,0.975425125626,0,False
semantic_permutation_control,3103,2,epsilon,delta,-0.00736847363572,-1,False
semantic_permutation_control,3103,2,epsilon,epsilon,-8.86880764153e-19,0,False
semantic_permutation_control,3103,2,epsilon,zeta,0.465650061619,1,True
semantic_permutation_control,3103,2,zeta,alpha,-1.00459067767,1,False
semantic_permutation_control,3103,2,zeta,beta,0.0190138605687,0,False
semantic_permutation_control,3103,2,zeta,gamma,0.0128724431498,0.35,False
semantic_permutation_control,3103,2,zeta,delta,1.01321040218,0,False
semantic_permutation_control,3103,2,zeta,epsilon,-0.465650061619,-1,False
semantic_permutation_control,3103,2,zeta,zeta,4.33404429743e-19,0,False
semantic_permutation_control,3103,3,alpha,alpha,-4.25631860676e-19,0,False
semantic_permutation_control,3103,3,alpha,beta,-0.362145003081,1,True
semantic_permutation_control,3103,3,alpha,gamma,-1.01542637421,0,False
semantic_permutation_control,3103,3,alpha,delta,0.00895440878975,0.45,False
semantic_permutation_control,3103,3,alpha,epsilon,-0.00529943094363,0,False
semantic_permutation_control,3103,3,alpha,zeta,1.00020679287,-1,False
semantic_permutation_control,3103,3,beta,alpha,0.362145003081,-1,False
semantic_permutation_control,3103,3,beta,beta,8.83424058287e-19,0,False
semantic_permutation_control,3103,3,beta,gamma,-0.0092665509724,1,False
semantic_permutation_control,3103,3,beta,delta,-1.00265133008,0,False
semantic_permutation_control,3103,3,beta,epsilon,0.984813037725,0,False
semantic_permutation_control,3103,3,beta,zeta,0.00165323255724,0,False
semantic_permutation_control,3103,3,gamma,alpha,1.01542637421,0,False
semantic_permutation_control,3103,3,gamma,beta,0.0092665509724,-1,False
semantic_permutation_control,3103,3,gamma,gamma,1.73883199179e-18,0,False
semantic_permutation_control,3103,3,gamma,delta,-0.0067180079805,1,True
semantic_permutation_control,3103,3,gamma,epsilon,-0.99679758267,0,False
semantic_permutation_control,3103,3,gamma,zeta,0.0014237542077,-0.35,False
semantic_permutation_control,3103,3,delta,alpha,-0.00895440878975,-0.45,False
semantic_permutation_control,3103,3,delta,beta,1.00265133008,0,False
semantic_permutation_control,3103,3,delta,gamma,0.0067180079805,-1,False
semantic_permutation_control,3103,3,delta,delta,1.71428198961e-18,0,False
semantic_permutation_control,3103,3,delta,epsilon,0.0193489063202,1,False
semantic_permutation_control,3103,3,delta,zeta,-1.00694218808,0,False
semantic_permutation_control,3103,3,epsilon,alpha,0.00529943094363,0,False
semantic_permutation_control,3103,3,epsilon,beta,-0.984813037725,0,False
semantic_permutation_control,3103,3,epsilon,gamma,0.99679758267,0,False
semantic_permutation_control,3103,3,epsilon,delta,-0.0193489063202,-1,False
semantic_permutation_control,3103,3,epsilon,epsilon,0,0,False
