left_observation_id,right_observation_id,component,value,availability,normalization_method,source_fields,warnings
obs_46ade388243f3a4581ba4489,obs_9b1c5f0213d9d0fc1a3fff27,d_struct,0.7121212121212122,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_46ade388243f3a4581ba4489,obs_9b1c5f0213d9d0fc1a3fff27,d_time,0.4186507936507936,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_46ade388243f3a4581ba4489,obs_062eb3c1dd90468a63227d7f,d_addr,0.5416666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_46ade388243f3a4581ba4489,obs_062eb3c1dd90468a63227d7f,d_causal,0.49562242804326406,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_46ade388243f3a4581ba4489,obs_062eb3c1dd90468a63227d7f,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_46ade388243f3a4581ba4489,obs_062eb3c1dd90468a63227d7f,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_46ade388243f3a4581ba4489,obs_062eb3c1dd90468a63227d7f,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_46ade388243f3a4581ba4489,obs_062eb3c1dd90468a63227d7f,d_time,0.4432161848072562,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_46ade388243f3a4581ba4489,obs_e93f92e26db8b9c29005cc9e,d_addr,0.5416666666666666,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_46ade388243f3a4581ba4489,obs_e93f92e26db8b9c29005cc9e,d_causal,0.49562242804326406,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_46ade388243f3a4581ba4489,obs_e93f92e26db8b9c29005cc9e,d_inv,1.0,available,mean bounded relative numeric difference,invariant_summary,
obs_46ade388243f3a4581ba4489,obs_e93f92e26db8b9c29005cc9e,d_spec,1.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_46ade388243f3a4581ba4489,obs_e93f92e26db8b9c29005cc9e,d_struct,0.5,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_46ade388243f3a4581ba4489,obs_e93f92e26db8b9c29005cc9e,d_time,0.4186507936507936,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_c21d789f14a613fc6b0083e2,d_addr,0.0,available,exact operational branch-signature match,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_c21d789f14a613fc6b0083e2,d_causal,0.02545647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_c21d789f14a613fc6b0083e2,d_inv,0.1397565904716432,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_c21d789f14a613fc6b0083e2,d_spec,0.2291848758615446,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_c21d789f14a613fc6b0083e2,d_struct,0.5454545454545454,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_c21d789f14a613fc6b0083e2,d_time,0.039493605442176866,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_afd8912a0e32fb71b5407b81,d_addr,0.25,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_afd8912a0e32fb71b5407b81,d_causal,0.19605833892533492,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_afd8912a0e32fb71b5407b81,d_inv,0.36707529111493314,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_afd8912a0e32fb71b5407b81,d_spec,0.2210269672520432,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_afd8912a0e32fb71b5407b81,d_struct,0.5454545454545454,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_afd8912a0e32fb71b5407b81,d_time,0.05763416666666667,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_ed1f0ceddbbf708b259ea1a6,d_addr,0.0,available,exact operational branch-signature match,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_ed1f0ceddbbf708b259ea1a6,d_causal,0.02545647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_ed1f0ceddbbf708b259ea1a6,d_inv,0.26425211151130396,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_ed1f0ceddbbf708b259ea1a6,d_spec,0.33229499167101945,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_ed1f0ceddbbf708b259ea1a6,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_ed1f0ceddbbf708b259ea1a6,d_time,0.16402115646258503,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_46ade388243f3a4581ba4489,d_addr,0.25,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_46ade388243f3a4581ba4489,d_causal,0.19605833892533492,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_46ade388243f3a4581ba4489,d_inv,0.21878178947469995,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_46ade388243f3a4581ba4489,d_spec,0.2528794542983092,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_46ade388243f3a4581ba4489,d_struct,0.5454545454545454,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_46ade388243f3a4581ba4489,d_time,0.11545729591836734,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_8de73c59341ac382087fba03,d_addr,0.0,available,exact operational branch-signature match,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_8de73c59341ac382087fba03,d_causal,0.0,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_8de73c59341ac382087fba03,d_inv,0.0,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_8de73c59341ac382087fba03,d_spec,0.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_8de73c59341ac382087fba03,d_struct,0.0,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_8de73c59341ac382087fba03,d_time,0.0,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_4b958084812d6435763f9a05,d_addr,0.25,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_4b958084812d6435763f9a05,d_causal,0.14345939810471708,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_4b958084812d6435763f9a05,d_inv,0.33297454377969765,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_4b958084812d6435763f9a05,d_spec,0.6642655747216146,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_4b958084812d6435763f9a05,d_struct,0.25,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_4b958084812d6435763f9a05,d_time,0.03760396258503401,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_ea0aca853f3046642f451b7d,d_addr,0.0,available,exact operational branch-signature match,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_ea0aca853f3046642f451b7d,d_causal,0.0,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_ea0aca853f3046642f451b7d,d_inv,0.2668084637230561,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_ea0aca853f3046642f451b7d,d_spec,0.39431611175798237,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_ea0aca853f3046642f451b7d,d_struct,0.45454545454545453,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_ea0aca853f3046642f451b7d,d_time,0.1577853231292517,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_1163ec91dc845e4ed94d462a,d_addr,0.25,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_1163ec91dc845e4ed94d462a,d_causal,0.14345939810471708,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_1163ec91dc845e4ed94d462a,d_inv,0.2610268440028293,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_1163ec91dc845e4ed94d462a,d_spec,0.3176770005887877,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_1163ec91dc845e4ed94d462a,d_struct,0.45454545454545453,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_1163ec91dc845e4ed94d462a,d_time,0.16402115646258503,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_d6eeaa59b08b0f1c4897f8db,d_addr,0.0,available,exact operational branch-signature match,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_d6eeaa59b08b0f1c4897f8db,d_causal,0.025609423986444328,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_d6eeaa59b08b0f1c4897f8db,d_inv,0.07469312770889784,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_d6eeaa59b08b0f1c4897f8db,d_spec,0.3878374388961769,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_d6eeaa59b08b0f1c4897f8db,d_struct,0.5454545454545454,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_d6eeaa59b08b0f1c4897f8db,d_time,0.03269085034013605,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_86701919f4db014d1d236f54,d_addr,0.0,available,exact operational branch-signature match,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_86701919f4db014d1d236f54,d_causal,0.011909884759212444,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_86701919f4db014d1d236f54,d_inv,0.12519148981498843,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_86701919f4db014d1d236f54,d_spec,0.41555574171049153,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_86701919f4db014d1d236f54,d_struct,0.0,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_86701919f4db014d1d236f54,d_time,0.002267568027210887,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_8c347ec96417e5677cdb8ad0,d_addr,0.0,available,exact operational branch-signature match,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_8c347ec96417e5677cdb8ad0,d_causal,0.025609423986444328,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_8c347ec96417e5677cdb8ad0,d_inv,0.27608236788009,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_8c347ec96417e5677cdb8ad0,d_spec,0.4448377882970425,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_8c347ec96417e5677cdb8ad0,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_8c347ec96417e5677cdb8ad0,d_time,0.1577853231292517,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_624a249c44d428f10aa73463,d_addr,0.0,available,exact operational branch-signature match,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_624a249c44d428f10aa73463,d_causal,0.011909884759212444,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_624a249c44d428f10aa73463,d_inv,0.26985995268390667,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_624a249c44d428f10aa73463,d_spec,0.37389021980376924,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_624a249c44d428f10aa73463,d_struct,0.45454545454545453,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_624a249c44d428f10aa73463,d_time,0.16402115646258503,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_e43b79a2ef68469ae989ae1e,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_e43b79a2ef68469ae989ae1e,d_causal,0.02545647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_e43b79a2ef68469ae989ae1e,d_inv,0.1397565904716432,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_e43b79a2ef68469ae989ae1e,d_spec,0.2291848758615446,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_e43b79a2ef68469ae989ae1e,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_e43b79a2ef68469ae989ae1e,d_time,0.20616027210884352,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_c887eb3bf0ab4011d4084e3a,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_c887eb3bf0ab4011d4084e3a,d_causal,0.02545647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_c887eb3bf0ab4011d4084e3a,d_inv,0.26425211151130396,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_c887eb3bf0ab4011d4084e3a,d_spec,0.33229499167101945,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_c887eb3bf0ab4011d4084e3a,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_c887eb3bf0ab4011d4084e3a,d_time,0.28306877551020404,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_57e35110e54898bdbe032c98,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_57e35110e54898bdbe032c98,d_causal,0.0,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_57e35110e54898bdbe032c98,d_inv,0.0,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_57e35110e54898bdbe032c98,d_spec,0.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_57e35110e54898bdbe032c98,d_struct,0.45454545454545453,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_57e35110e54898bdbe032c98,d_time,0.19047619047619047,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_2d439625692f7d83d54dd8c5,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_2d439625692f7d83d54dd8c5,d_causal,0.0,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_2d439625692f7d83d54dd8c5,d_inv,0.2668084637230561,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_2d439625692f7d83d54dd8c5,d_spec,0.39431611175798237,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_2d439625692f7d83d54dd8c5,d_struct,0.45454545454545453,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_2d439625692f7d83d54dd8c5,d_time,0.2768329421768707,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_ee93d740f305035b42ac22c5,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_ee93d740f305035b42ac22c5,d_causal,0.025609423986444328,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_ee93d740f305035b42ac22c5,d_inv,0.07469312770889784,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_ee93d740f305035b42ac22c5,d_spec,0.3878374388961769,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_ee93d740f305035b42ac22c5,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_ee93d740f305035b42ac22c5,d_time,0.1993575170068027,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_590502ed80ee4f9526a00243,d_addr,0.3333333333333333,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_590502ed80ee4f9526a00243,d_causal,0.025609423986444328,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_590502ed80ee4f9526a00243,d_inv,0.27608236788009,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_590502ed80ee4f9526a00243,d_spec,0.4448377882970425,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_590502ed80ee4f9526a00243,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_590502ed80ee4f9526a00243,d_time,0.2768329421768707,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_cd8cd88cb9618af0705bbf06,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_cd8cd88cb9618af0705bbf06,d_causal,0.02545647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_cd8cd88cb9618af0705bbf06,d_inv,0.1397565904716432,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_cd8cd88cb9618af0705bbf06,d_spec,0.2291848758615446,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_cd8cd88cb9618af0705bbf06,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_cd8cd88cb9618af0705bbf06,d_time,0.25377931972789114,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_448f4e11eb5a27dd4f60b644,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_448f4e11eb5a27dd4f60b644,d_causal,0.02545647245432595,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_448f4e11eb5a27dd4f60b644,d_inv,0.26425211151130396,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_448f4e11eb5a27dd4f60b644,d_spec,0.33229499167101945,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_448f4e11eb5a27dd4f60b644,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_448f4e11eb5a27dd4f60b644,d_time,0.33068782312925166,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_fa7bd1db2d6a1d5f66733a16,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_fa7bd1db2d6a1d5f66733a16,d_causal,0.0,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_fa7bd1db2d6a1d5f66733a16,d_inv,0.0,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_fa7bd1db2d6a1d5f66733a16,d_spec,0.0,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_fa7bd1db2d6a1d5f66733a16,d_struct,0.45454545454545453,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_fa7bd1db2d6a1d5f66733a16,d_time,0.23809523809523808,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_3f3cbf5fee77e89478120a3b,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_3f3cbf5fee77e89478120a3b,d_causal,0.0,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_3f3cbf5fee77e89478120a3b,d_inv,0.2668084637230561,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_3f3cbf5fee77e89478120a3b,d_spec,0.39431611175798237,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_3f3cbf5fee77e89478120a3b,d_struct,0.45454545454545453,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_3f3cbf5fee77e89478120a3b,d_time,0.3244519897959183,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_ddbc298f7c4df1aede53d5d6,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_ddbc298f7c4df1aede53d5d6,d_causal,0.025609423986444328,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_ddbc298f7c4df1aede53d5d6,d_inv,0.07469312770889784,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_ddbc298f7c4df1aede53d5d6,d_spec,0.3878374388961769,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_ddbc298f7c4df1aede53d5d6,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_ddbc298f7c4df1aede53d5d6,d_time,0.24697656462585033,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
obs_8de73c59341ac382087fba03,obs_3f2760e857afefe81bf772fe,d_addr,0.41666666666666663,available,operational address mismatch from dominant prefix/depth fields,branch_signature_id|address_summary,
obs_8de73c59341ac382087fba03,obs_3f2760e857afefe81bf772fe,d_causal,0.025609423986444328,available,"bounded causal-depth, acyclicity, and order-compatibility differences",causal_summary,
obs_8de73c59341ac382087fba03,obs_3f2760e857afefe81bf772fe,d_inv,0.27608236788009,available,mean bounded relative numeric difference,invariant_summary,
obs_8de73c59341ac382087fba03,obs_3f2760e857afefe81bf772fe,d_spec,0.4448377882970425,available,mean bounded relative low-mode descriptor difference,spectral_low_mode_summary,
obs_8de73c59341ac382087fba03,obs_3f2760e857afefe81bf772fe,d_struct,0.6666666666666666,available,edge-set Jaccard plus bounded edge-count drift,influence_edge_summary.edges|influence_edge_summary.edge_count,
obs_8de73c59341ac382087fba03,obs_3f2760e857afefe81bf772fe,d_time,0.3244519897959183,available,event-chain rank distance plus tau-grid normalized event-time drift,event_chain_summary.chain_signature|event_chain_summary.event_times,
